xg,xd,xv,ba,bv,c,n_neigh,time
0.15732237046561737,0.31696065218222125,0.5257169773521614,28.80820183113091,70.11994472585623,17.925282897010753,60,2
0.3109319199092223,0.3203964676356853,0.3686716124550924,25.008767362296457,64.11194758755326,39.87144708874809,34,592
0.04487761483774866,0.6378628159012529,0.3172595692609984,42.10531541717811,45.743337610528,19.77886555807773,97,0
0.1970590460173951,0.2703125329255913,0.5326284210570136,10.727922418327262,23.791134641340484,61.39306234968808,19,572
0.16428319343245135,0.07002359028759297,0.7656932162799557,48.6348632474019,52.999023643782664,55.82990526762628,94,837
0.28590428242205335,0.263657169771202,0.45043854780674464,64.7452916763824,38.9387596538352,14.140413825243414,89,802
0.42838470158472874,0.17939535719092303,0.3922199412243482,22.62174042737496,20.809036692741888,52.303353043476704,90,699
0.22816749053849805,0.48737443946852954,0.2844580699929724,66.98713595648445,48.177946271184126,73.28088802627825,8,47
0.406214365663099,0.5804330202692807,0.013352614067620339,4.274852997312117,49.01762698571639,28.66277387516124,1,131
0.599609018032726,0.3968018961105344,0.00358908585673956,89.08411549568251,43.550117832924485,75.92635383789982,17,46
0.35128687504469147,0.49138126760023404,0.1573318573550745,78.90596303153899,28.095145397088285,17.04882595869197,97,499
0.04757036093822542,0.10015590343924563,0.852273735622529,54.11648601954761,15.983421678995914,8.063281172836467,32,0
0.30524923510955504,0.4710711519678813,0.22367961292256366,94.4194799210585,41.496369106171905,8.420749494548419,97,503
0.26403489945556713,0.4643320557465297,0.2716330447979032,2.7880061344639384,29.633178424014307,0.029274484784214128,58,12
0.7729192230809936,0.13036212326414598,0.09671865365486043,26.52615174981857,65.8820091890927,68.66440020489465,30,121
0.23951133526197133,0.1793724048903842,0.5811162598476445,51.4465467040917,38.27536770375563,38.348646869503575,64,513
0.6358664506166043,0.048020545290956784,0.3161130040924389,94.63129744400159,1.3852424153805831,17.343238716055907,53,17
0.04348930649377225,0.7778351587766559,0.17867553472957187,92.52103203336858,58.377511240826216,4.548887115193711,95,0
0.292893843762176,0.03217951694312682,0.6749266392946972,92.2051363701814,28.80863846183759,80.47851756549457,98,150
0.4361029502765029,0.09138516075343628,0.4725118889700608,60.4687448407329,91.65314092726595,99.9491728939087,30,116
0.028071944556655182,0.3166047112530017,0.6553233441903431,96.90620225159269,51.469851575568505,53.68817092779706,99,0
0.6667938418524202,0.0032891575176432486,0.32991700062993656,12.597626124754546,52.72770006225138,48.3564779920963,27,463
0.2061818802587141,0.737057860821087,0.05676025892019887,10.648815025560122,21.939466987255006,40.10152446096675,2,101
0.06678109086014217,0.7567045188474611,0.17651439029239668,37.23017798162935,31.80623238113409,23.652689075674594,40,0
0.32435351299280846,0.45855808524377917,0.21708840176341238,27.255457164616594,90.58622275486834,98.8486375197182,98,1367
0.7709901581825139,0.2173788766749667,0.011630965142519378,6.118284897077009,8.919208663673494,78.07526425715793,43,829
0.30271568645229086,0.32760655135948746,0.3696777621882217,82.1026420549672,59.37202991161329,57.452929814702294,15,67
0.15417767950296735,0.12469738961387145,0.7211249308831612,53.20254502913642,5.709515903114692,76.57252563584959,54,315
0.26059776579585214,0.3506324349281217,0.3887697992760262,8.313208605666734,72.50070203223923,63.57489782482637,98,4752
0.7320608722889161,0.20269188782057357,0.06524723989051029,98.94391244155956,15.345553468849971,48.216836808035964,20,25
0.3676341500872907,0.5009332258900387,0.13143262402267053,25.793770757076707,55.74067713120526,48.88236867146156,39,460
0.1251070378123107,0.5368160248538013,0.338076937333888,96.05250747851159,77.73809963253281,32.7708311152753,62,2
0.1295902668410015,0.2066750176228359,0.6637347155361626,83.25478647779117,31.17681252528568,52.93466219148143,38,196
0.49484279175735046,0.03138584135669442,0.4737713668859551,86.54012992666364,79.4426424715242,73.00539685837425,27,94
0.06386833189410912,0.24204103133766508,0.6940906367682258,84.80693562870853,51.2730393410429,0.1806841519383373,51,0
0.10686742015583472,0.5716028668190688,0.3215297130250965,80.09817663441835,17.006886153868862,64.16692053775827,90,545
0.3833767068689329,0.17971148702176176,0.43691180610930536,74.52520484890778,49.035461514639145,70.91286687478289,84,295
0.3867504678610566,0.3897506543312156,0.2234988778077278,41.984213799391604,30.4857462272768,79.38441636579529,32,269
0.2766679082088027,0.3492457099705064,0.37408638182069087,40.2025265944676,76.90203148427284,3.2222835248363335,53,3
0.31619389133905007,0.453623398918938,0.23018270974201194,29.987422667031517,21.93973315437817,39.26851711861734,63,814
0.11087582114528916,0.8194256162051724,0.06969856264953844,62.43357329173661,68.60023816168187,30.356891996033,54,448
0.23155039793197674,0.21893760973261733,0.5495119923354059,73.5529715964628,85.40181476187189,82.36164294430861,16,80
0.36607850741504633,0.02931364382512258,0.6046078487598311,30.667890474013394,91.68680676151271,85.88402905616955,57,621
0.010270362065656347,0.30490040928553896,0.6848292286488047,67.37266794845632,13.521607039946538,1.4421236506573565,4,0
0.49842811354803196,0.3562073350925006,0.14536455135946746,84.2790431496566,35.33460310175811,67.0995067765377,92,300
0.6819504304820688,0.2119219668017025,0.10612760271622868,74.14419301733997,44.19438154898025,55.087880847904756,36,83
0.7386872655770997,0.04696751768072749,0.21434521674217277,49.10273271833107,93.74945519284952,1.6124325614868207,47,4
0.16019522841135025,0.4220749194605995,0.41772985212805025,27.548601554266916,82.1830703953054,83.91655039893577,89,1544
0.7163414196757912,0.11327157421694345,0.17038700610726532,73.54952619139571,38.972157861860936,35.92800611854257,44,156
0.34598551674180933,0.13469969782839442,0.5193147854297963,85.59171742550265,63.874658966126994,1.5575453680614082,66,3
0.277935061555458,0.25743043034666424,0.46463450809787776,11.798482685455891,46.12312254200294,23.12566652687226,65,2504
0.23796063761875585,0.7399782427835278,0.022061119597716394,44.37263409701547,99.67659327185669,13.362626672372201,63,595
0.25392600747906013,0.7445210751227843,0.001552917398155551,34.78335436118608,94.8039923638877,60.58361585420092,27,296
0.10992590270691938,0.27516224840940584,0.6149118488836748,97.16388362744365,24.452235759081308,87.5888920298095,18,76
0.2716650759222228,0.3510516982410825,0.3772832258366947,21.514011678426336,56.219844681466334,31.766019760980726,40,790
0.1458548001409805,0.31393904027884745,0.540206159580172,48.36901860363213,61.61070048204272,80.204239199777,48,464
0.4486480807294355,0.15672268498041186,0.3946292342901526,22.678583380499497,89.5691603994358,92.68717384166663,14,175
0.5870558795414916,0.15744536556803856,0.2554987548904698,66.8095754005431,86.11665435253423,77.60715573768505,65,205
0.019993729901589985,0.07820886501539548,0.9017974050830145,3.29569950415155,65.13385085593463,97.04819380478608,30,0
0.24487954807164436,0.23443668367936732,0.5206837682489883,11.723266962596036,60.970569208031456,29.552731282808686,1,7
0.28093674022247395,0.09297536454563171,0.6260878952318943,30.973988948772956,54.717548434136134,35.37487486429275,55,815
0.7248825100845493,0.18677034770279866,0.08834714221265205,9.077463950394659,78.89265094466997,40.039793228094155,31,668
0.5580327156843249,0.07521632630944708,0.36675095800622803,65.35833140493604,42.73952318878573,19.416519778119223,46,392
0.06320799996809356,0.1071961217065116,0.8295958783253948,35.858401603396494,52.25628400915694,46.150524693989546,95,1655
0.3337302327868905,0.5988841223971205,0.06738564481598897,90.90906023421907,61.33309818817225,38.45956730403747,58,216
0.35565618932830934,0.38069370327215724,0.26365010739953343,86.23694825115689,96.91356566653555,19.0511723818261,97,708
0.4734622627841838,0.4472093020124758,0.07932843520334043,59.749740530841635,80.87724166074125,12.96911138057001,92,635
0.7627216534542145,0.2317595758876021,0.005518770658183403,6.8198836710690935,82.49993102000865,14.107944673341688,69,1646
0.19511062012036007,0.46598729292229946,0.3389020869573405,84.66078351188764,23.565475330491005,24.576504288805946,83,423
0.01115902072257069,0.8550416531670223,0.133799326110407,21.27738578583156,65.59385501062145,75.112211211162,67,0
0.3825720198419189,0.14327836753167067,0.4741496126264104,25.453794584255718,39.66630438993024,46.49253414502059,25,331
0.3042034035179534,0.6478723323088071,0.04792426417323947,90.31008705606473,1.2126177954123851,66.30342961141557,31,108
0.4198330812099007,0.5362190562522571,0.04394786253784222,11.833342407144753,20.980589836390074,33.19070702137095,39,984
0.4911047185327141,0.08282541737579019,0.4260698640914957,85.29913777261766,90.63796115533361,20.843810250586237,95,3
0.47999240397409293,0.37906017263084524,0.14094742339506183,26.629006025433434,7.814764042548228,56.09469881184287,74,706
0.06753388038246466,0.6144709578329165,0.31799516178461884,75.95889377256346,72.46419919265601,34.46998359611927,59,1
0.3883805601021766,0.5959629547060542,0.01565648519176921,91.7213932775733,55.73289471308076,78.77764021220797,13,48
